date,score,source,target,weight
20180327,0.00012456200000000002,19,34,1
20180327,-0.34543304799999996,19,57,1
20180327,-0.27675798,24,36,1
20180327,0.358792877,24,87,1
20180327,-0.8183005859999999,24,93,1
20180327,-0.334133687,26,33,1
20180327,-0.19819182,26,35,1
20180327,-0.34623131799999995,26,69,1
20180327,-0.196082513,26,87,1
20180327,-0.12107489199999999,31,32,1
20180327,-0.34452099700000005,31,35,1
20180327,-0.397744974,32,35,1
20180327,-0.580772241,32,39,1
20180327,0.159029155,32,42,1
20180327,0.159029155,32,59,1
20180327,0.6469183470000001,33,34,1
20180327,0.046090475,33,35,1
20180327,-0.238378015,33,57,1
20180327,-0.108675019,34,35,1
20180327,-0.127734275,34,57,1
20180327,0.14440530699999998,36,92,1
20180327,0.354610566,42,59,1
20180327,-0.522648945,57,93,1
20180327,-0.863831157,69,87,1
20180328,-0.07721479099999999,4,35,1
20180328,-0.062195848,18,19,1
20180328,0.6117169029999999,18,33,1
20180328,-0.114282556,19,33,1
20180328,0.030955211,19,34,1
20180328,-0.281349936,19,57,1
20180328,-0.234030126,24,36,1
20180328,0.362976552,24,87,1
20180328,-0.8726653879999999,24,93,1
20180328,-0.33482389100000004,26,33,1
20180328,-0.19200444600000002,26,35,1
20180328,-0.624677754,26,69,1
20180328,-0.271369698,26,87,1
20180328,-0.068126381,31,32,1
20180328,-0.33860880200000004,31,35,1
20180328,-0.39868098,32,35,1
20180328,-0.530909757,32,39,1
20180328,0.169702768,32,42,1
20180328,0.169702768,32,59,1
20180328,0.696363693,33,34,1
20180328,0.045256525,33,35,1
20180328,-0.215910157,33,57,1
20180328,-0.10923219,34,35,1
20180328,-0.11161604300000001,34,57,1
20180328,0.181722246,36,92,1
20180328,0.393311102,42,59,1
20180328,-0.80840758,57,93,1
20180328,-0.881199913,69,87,1
20180329,-0.9408885840000001,4,24,1
20180329,-0.42556294299999997,4,26,1
20180329,-0.607846205,4,31,1
20180329,-0.075562885,4,35,1
20180329,-0.17601036899999997,19,57,1
20180329,-0.201005218,24,36,1
20180329,0.378729906,24,87,1
20180329,-0.825728052,24,93,1
20180329,-0.327622941,26,33,1
20180329,-0.18804316399999998,26,35,1
20180329,-0.611353536,26,69,1
20180329,-0.25948301,26,87,1
20180329,-0.071789569,31,32,1
20180329,-0.331323004,31,35,1
20180329,-0.40243234299999997,32,35,1
20180329,-0.560635813,32,39,1
20180329,0.203121845,32,42,1
20180329,0.203121845,32,59,1
20180329,0.688304514,33,34,1
20180329,-0.15106466,33,35,1
20180329,-0.17620013899999998,33,57,1
20180329,-0.220726347,34,35,1
20180329,-0.018512228999999998,34,57,1
20180329,0.20484648,36,92,1
20180329,0.420314111,42,59,1
20180329,-0.734371288,57,93,1
20180329,-0.794638057,69,87,1
20180330,-0.953425677,4,24,1
20180330,-0.40437324799999996,4,26,1
20180330,-0.5707907870000001,4,31,1
20180330,-0.074879814,4,35,1
20180330,-0.0139336,18,19,1
20180330,0.623866276,18,33,1
20180330,-0.253422133,19,33,1
20180330,0.21111484100000003,19,34,1
20180330,-0.033835774,19,57,1
20180330,-0.160729541,24,36,1
20180330,0.476744579,24,87,1
20180330,-0.714938163,24,93,1
20180330,-0.34047046299999995,26,33,1
20180330,-0.17654695199999998,26,35,1
20180330,-0.419750151,26,69,1
20180330,-0.109020909,26,87,1
20180330,-0.127436998,31,32,1
20180330,-0.317827134,31,35,1
20180330,-0.99740857,31,81,1
20180330,-0.9050638559999999,32,35,1
20180330,-0.565477131,32,39,1
20180330,0.259349928,32,42,1
20180330,0.259349928,32,59,1
20180330,0.622448749,33,34,1
20180330,-0.152612793,33,35,1
20180330,-0.19768198,33,57,1
20180330,-0.222719295,34,35,1
20180330,0.1296728,34,57,1
20180330,0.213229148,36,92,1
20180330,0.456934645,42,59,1
20180330,-0.669143328,57,93,1
20180330,-0.987630346,69,87,1
20180331,-0.811271222,4,24,1
20180331,-0.36765724200000005,4,26,1
20180331,-0.609696781,4,31,1
20180331,-0.07622018-03-11,4,35,1
20180331,-0.05186875,18,19,1
20180331,0.652741344,18,33,1
20180331,-0.280958863,19,33,1
20180331,0.129741721,19,34,1
20180331,-0.108539049,19,57,1
20180331,-0.20815037399999997,24,36,1
20180331,0.461161455,24,87,1
20180331,-0.741336007,24,93,1
20180331,-0.264126228,26,33,1
20180331,-0.180313793,26,35,1
20180331,-0.38481079999999995,26,69,1
20180331,-0.071085968,26,87,1
20180331,-0.10341509199999999,31,32,1
20180331,-0.32516551899999996,31,35,1
20180331,-0.99,31,81,1
20180331,-0.9183514970000001,32,35,1
20180331,-0.40934502,32,39,1
20180331,0.22507346600000003,32,42,1
20180331,0.22507346600000003,32,59,1
20180331,0.556425889,33,34,1
20180331,-0.139215478,33,35,1
20180331,-0.17646015199999998,33,57,1
20180331,-0.21379954199999998,34,35,1
20180331,0.088091448,34,57,1
20180331,0.19370644,36,92,1
20180331,0.416168404,42,59,1
20180331,-0.564353263,57,93,1
20180331,-0.924350108,69,87,1
